,yhat,ypred
0,0.12159717082977295,1.0
1,0.49125418066978455,1.0
2,0.6982588768005371,1.0
3,0.4964413642883301,1.0
4,0.2667578160762787,1.0
5,0.4902086853981018,1.0
6,0.9850013852119446,1.0
7,0.40552493929862976,1.0
8,0.4630664587020874,1.0
9,0.2857372760772705,1.0
10,0.19015641510486603,1.0
11,0.2932968735694885,1.0
12,0.6572439670562744,1.0
13,0.3563874661922455,1.0
14,0.5658048391342163,1.0
15,0.33764928579330444,1.0
16,0.25175923109054565,1.0
17,0.41758817434310913,1.0
18,0.373637855052948,1.0
19,0.29876554012298584,1.0
20,0.9310386180877686,1.0
21,0.0,1.0
22,0.27536290884017944,1.0
23,0.06888093799352646,1.0
24,0.9759942293167114,1.0
25,0.9861273169517517,1.0
26,0.20298363268375397,1.0
27,0.6252362132072449,1.0
28,0.9322851896286011,1.0
29,0.3425951898097992,1.0
30,0.8742209076881409,1.0
31,0.6590534448623657,1.0
32,0.23869073390960693,1.0
33,0.6735292673110962,1.0
34,0.5260364413261414,1.0
35,0.0,1.0
36,0.31022557616233826,1.0
37,0.19168442487716675,1.0
38,0.5196429491043091,1.0
39,0.25626280903816223,1.0
40,0.7026418447494507,1.0
41,0.5275242328643799,1.0
42,0.0,1.0
43,0.4859061539173126,1.0
44,0.0447143018245697,1.0
45,0.9633278250694275,1.0
46,0.3426756262779236,1.0
47,0.6071012020111084,1.0
48,0.18943262100219727,1.0
49,0.04399051144719124,1.0
50,0.5129679441452026,1.0
51,0.9786481261253357,1.0
52,0.6428083181381226,1.0
53,0.10181350260972977,1.0
54,0.9743053317070007,1.0
55,0.629418134689331,1.0
56,0.6367365121841431,1.0
57,0.6016325354576111,1.0
58,0.13780207931995392,1.0
59,0.21649442613124847,1.0
60,0.4049217998981476,1.0
61,0.23869073390960693,1.0
62,0.5778278112411499,1.0
63,0.32437974214553833,1.0
64,0.14950339496135712,1.0
65,0.17423297464847565,1.0
66,0.8465157151222229,1.0
67,0.9547227621078491,1.0
68,0.8932808041572571,1.0
69,0.10482930392026901,1.0
70,0.28509390354156494,1.0
71,0.5307008624076843,1.0
72,0.5051268935203552,1.0
73,0.3288833498954773,1.0
74,0.42679640650749207,1.0
75,0.2932566702365875,1.0
76,0.7787607312202454,1.0
77,0.945273220539093,1.0
78,0.8533515334129333,1.0
79,0.13112710416316986,1.0
80,0.8536732196807861,1.0
81,0.712694525718689,1.0
82,0.15517310798168182,1.0
83,0.45586875081062317,1.0
84,0.6807270050048828,1.0
85,0.40572601556777954,1.0
86,0.7960513234138489,1.0
87,0.7334030270576477,1.0
88,0.38429370522499084,1.0
89,0.3399412930011749,1.0
90,0.5884836316108704,1.0
91,0.9552454948425293,1.0
92,0.668342113494873,1.0
93,0.37436166405677795,1.0
94,0.6222606301307678,1.0
95,0.9162813425064087,1.0
96,0.7805299758911133,1.0
97,0.3536933660507202,1.0
98,0.5043226480484009,1.0
99,0.19168442487716675,1.0
100,0.11938557773828506,1.0
101,0.5493184328079224,1.0
102,0.0,1.0
103,0.25594112277030945,1.0
104,0.42908841371536255,1.0
105,0.8149905800819397,1.0
106,0.9276609420776367,1.0
107,0.48723310232162476,1.0
108,0.3717881739139557,1.0
109,0.9658611416816711,1.0
110,0.8680686950683594,1.0
111,0.6678596138954163,1.0
112,0.06731271743774414,1.0
113,0.3752864897251129,1.0
114,0.45478305220603943,1.0
115,0.07233905792236328,1.0
116,0.40978729724884033,1.0
117,0.8525071144104004,1.0
118,0.11962684243917465,1.0
119,0.9819856286048889,1.0
120,0.2469741404056549,1.0
121,0.1323736310005188,1.0
122,0.7173589468002319,1.0
123,0.563392162322998,1.0
124,0.7058988809585571,1.0
125,0.9275805354118347,1.0
126,0.7675419449806213,1.0
127,0.5551891922950745,1.0
128,0.762153685092926,1.0
129,0.5129679441452026,1.0
130,0.6196469664573669,1.0
131,0.5196429491043091,1.0
132,0.6196469664573669,1.0
133,0.21649442613124847,1.0
134,0.6428083181381226,1.0
135,0.31762436032295227,1.0
136,0.08379910886287689,1.0
137,0.9864490032196045,1.0
138,0.39555269479751587,1.0
139,0.7689492702484131,1.0
140,0.9583819508552551,1.0
141,0.0642164945602417,1.0
142,0.4924604892730713,1.0
143,0.9362258315086365,1.0
144,0.23869073390960693,1.0
145,0.2664361298084259,1.0
146,0.6034420132637024,1.0
147,0.7556797862052917,1.0
148,0.6590534448623657,1.0
149,0.0,1.0
150,0.029434235766530037,1.0
151,0.6110418438911438,1.0
152,0.8766335844993591,1.0
153,0.8112911581993103,1.0
154,0.14117978513240814,1.0
155,0.8624391555786133,1.0
156,0.8782821893692017,1.0
157,0.5795568823814392,1.0
158,0.07467127591371536,1.0
159,0.8354175686836243,1.0
160,0.8162370920181274,1.0
161,0.7147050499916077,1.0
162,0.30037397146224976,1.0
163,0.6619486212730408,1.0
164,0.9712091088294983,1.0
165,0.20290321111679077,1.0
166,0.31022557616233826,1.0
167,0.9036551713943481,1.0
168,0.40978729724884033,1.0
169,0.6654871702194214,1.0
170,0.101089708507061,1.0
171,0.5601752996444702,1.0
172,0.6196469664573669,1.0
173,0.09574168920516968,1.0
174,0.5389842987060547,1.0
175,0.9685150384902954,1.0
176,0.06747356057167053,1.0
177,0.08725722879171371,1.0
178,0.0,1.0
179,0.256504088640213,1.0
180,0.17443403601646423,1.0
181,0.8074309229850769,1.0
182,0.0,1.0
183,0.40914392471313477,1.0
184,0.4824882447719574,1.0
185,0.31022557616233826,1.0
186,0.789094865322113,1.0
187,0.6686637997627258,1.0
188,0.6590534448623657,1.0
189,0.3971611261367798,1.0
190,0.3483855426311493,1.0
191,0.6778318285942078,1.0
192,0.18842735886573792,1.0
193,0.8515018820762634,1.0
194,0.6167919635772705,1.0
195,0.24540592730045319,1.0
196,0.8798503875732422,1.0
197,0.8768748044967651,1.0
198,0.4536169469356537,1.0
199,0.9669870138168335,1.0
