,yhat,ypred
0,0.33764928579330444,0.37590771620720626
1,0.08725722879171371,0.23694483065605162
2,0.9547227621078491,0.8067572968006134
3,0.19168442487716675,0.29124756386317313
4,0.8624391555786133,0.806127613324672
5,0.9786481261253357,0.8860238554999232
6,0.23869073390960693,0.30171015644011395
7,0.5196429491043091,0.549695136860013
8,0.6619486212730408,0.7333966497480869
9,0.5601752996444702,0.6102962690790493
10,0.42908841371536255,0.44549325853586197
11,0.0,0.24325437274575235
12,0.23869073390960693,0.3137405339926481
13,0.9162813425064087,0.7760847019776702
14,0.25626280903816223,0.2638559196218848
15,0.6071012020111084,0.6077491175619264
16,0.3971611261367798,0.4807326391339302
17,0.0,0.16090208441764117
18,0.30037397146224976,0.3252807601094246
19,0.762153685092926,0.6535265199020505
20,0.9864490032196045,0.8390593176335096
21,0.7334030270576477,0.7141779323667288
22,0.2932968735694885,0.2946120054982603
23,0.9633278250694275,0.8193551312411824
24,0.629418134689331,0.6370030475109816
25,0.563392162322998,0.5552591105103493
26,0.4924604892730713,0.5412608435600996
27,0.19015641510486603,0.23023348033241928
28,0.17443403601646423,0.27396393348276615
29,0.3426756262779236,0.4102767752334476
30,0.14950339496135712,0.20768048512190582
31,0.07233905792236328,0.0767358970977366
32,0.4049217998981476,0.46488560968637466
33,0.8798503875732422,0.8092895390801131
34,0.8525071144104004,0.7487179556265473
35,0.07467127591371536,0.07933258204348385
36,0.7675419449806213,0.7087782175187022
37,0.9743053317070007,0.807561784957846
38,0.9322851896286011,0.8211046809405088
39,0.5795568823814392,0.5829614403396844
40,0.9685150384902954,0.8308738328963519
41,0.15517310798168182,0.27650243366509675
42,0.25594112277030945,0.3894058043807745
43,0.0642164945602417,0.08555160983093082
44,0.31022557616233826,0.3625155068896711
45,0.7173589468002319,0.6854464503228664
46,0.32437974214553833,0.41092604836076496
47,0.7147050499916077,0.7151051085740328
48,0.0,0.21268993473052977
49,0.29876554012298584,0.3828804612159729
50,0.0,0.28590502245724203
51,0.37436166405677795,0.37635341891646384
52,0.5493184328079224,0.5151841279044748
53,0.2857372760772705,0.4702289692051709
54,0.8074309229850769,0.6255671604722738
55,0.7026418447494507,0.7053726752027869
56,0.668342113494873,0.5457980610653758
57,0.45586875081062317,0.5382779900888603
58,0.10181350260972977,0.1071850086338818
59,0.18943262100219727,0.1694273150637746
60,0.2664361298084259,0.32970863608643414
61,0.029434235766530037,0.05280638597533107
62,0.5129679441452026,0.5121005164318849
63,0.9759942293167114,0.8938259031921625
64,0.9310386180877686,0.7582457122926911
65,0.3288833498954773,0.378644941970706
66,0.7689492702484131,0.7111894172529379
67,0.42679640650749207,0.5215052026957273
68,0.101089708507061,0.15414753081649543
69,0.13112710416316986,0.20853106343001127
70,0.6222606301307678,0.6158353689014912
71,0.5275242328643799,0.5556219207035998
72,0.9819856286048889,0.9267506737485528
73,0.8680686950683594,0.7239181107232968
74,0.6590534448623657,0.6203951209813356
75,0.0,0.2251772292777896
